genus,n_species,n_negative,n_positive,q25,median_pct,q75,prop_positive,iqr_pct,composition
contendibacter,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
corticibacter,1.0,1.0,0.0,1.429,1.429,1.429,0.0,0.0,PCuAC only
crenalkalicoccus,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
propylenella,1.0,0.0,1.0,0.714,0.714,0.714,1.0,0.0,Both proteins
propionivibrio,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
profundibacterium,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
poseidonibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
cucumibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
dactylopiibacterium,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
pontitalea,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pontimonas,1.0,1.0,0.0,0.826,0.826,0.826,0.0,0.0,PCuAC only
ponticaulis,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
daeguia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pollutimonas,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
pokkaliibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
phototrophicus,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
deinococcus,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
planomonospora,1.0,0.0,1.0,0.752,0.752,0.752,1.0,0.0,Both proteins
denitraticella,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
denitrificimonas,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
planctobacterium,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
piscinibacterium,1.0,1.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
pikeienuella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
desulfatibia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
desulfobulbus,1.0,1.0,0.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,0.0,0.0,PCuAC only
phytoamicus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
desulfolinea,1.0,1.0,0.0,0.787,0.787,0.787,0.0,0.0,PCuAC only
phycosocius,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
phycobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
dinoroseobacter,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
pseudazoarcus,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
pseudemcibacter,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
pseudideonella,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
competibacter,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
chitinilyticum,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
chitiniphilus,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
pseudoxanthobacter,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
chlorohelix,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
chloroploca,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
pseudotabrizicola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudoruegeria,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudoroseomonas,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
pseudorhodoferax,1.0,1.0,0.0,0.769,0.769,0.769,0.0,0.0,PCuAC only
lutibaculum,1.0,0.0,1.0,0.69,0.69,0.69,1.0,0.0,Both proteins
pseudoprimorskyibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudoponticoccus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudophaeobacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
pseudooctadecabacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
cocleimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
cognatazoarcus,1.0,1.0,0.0,0.699,0.699,0.699,0.0,0.0,PCuAC only
pseudomethylobacillus,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
pseudomaricurvus,1.0,1.0,0.0,0.7939999999999999,0.7939999999999999,0.7939999999999999,0.0,0.0,PCuAC only
pseudokordiimonas,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
pseudohongiella,1.0,1.0,0.0,1.55,1.55,1.55,0.0,0.0,PCuAC only
pseudohoeflea,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
pseudohalocynthiibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudohalioglobus,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
cognaticolwellia,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
cognatilysobacter,1.0,1.0,0.0,0.758,0.758,0.758,0.0,0.0,PCuAC only
pseudogemmatithrix,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
pseudocolwellia,1.0,1.0,0.0,1.562,1.562,1.562,0.0,0.0,PCuAC only
cohaesibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pseudochelatococcus,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
dokdonella,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
phaeovulum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
ollibium,1.0,0.0,1.0,0.73,0.73,0.73,1.0,0.0,Both proteins
flocculibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
faunimonas,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
paraherbaspirillum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
ferirhizobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
ferruginivarius,1.0,0.0,1.0,0.763,0.763,0.763,1.0,0.0,Both proteins
fertoeibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
filomicrobium,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
parachitinimonas,1.0,0.0,1.0,0.769,0.769,0.769,1.0,0.0,Both proteins
paracaedibacter,1.0,1.0,0.0,0.781,0.781,0.781,0.0,0.0,PCuAC only
flaviflagellibacter,1.0,1.0,0.0,0.714,0.714,0.714,0.0,0.0,PCuAC only
flaviflexus,1.0,0.0,1.0,0.8059999999999999,0.8059999999999999,0.8059999999999999,1.0,0.0,Both proteins
flavimaricola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
paludibacillus,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
flexibacterium,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
flexifilum,1.0,0.0,1.0,0.694,0.694,0.694,1.0,0.0,Both proteins
fluviibacter,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
phaeomarinibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
paenalcaligenes,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
paenacidovorax,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
pacificoceanicola,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pacificitalea,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
pacificispira,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
fluviirhizobium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
foliimonas,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
ostreiculturibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
oryzisolibacter,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
oryzicola,1.0,1.0,0.0,1.418,1.418,1.418,0.0,0.0,PCuAC only
oryzibacter,1.0,1.0,0.0,1.4489999999999998,1.4489999999999998,1.4489999999999998,0.0,0.0,PCuAC only
fontisubflavum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
orientia,1.0,1.0,0.0,0.893,0.893,0.893,0.0,0.0,PCuAC only
opacimonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
paralcaligenes,1.0,1.0,0.0,0.709,0.709,0.709,0.0,0.0,PCuAC only
paralimibaculum,1.0,1.0,0.0,0.7250000000000001,0.7250000000000001,0.7250000000000001,0.0,0.0,PCuAC only
paralteromonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
paraluminiphilus,1.0,1.0,0.0,0.855,0.855,0.855,0.0,0.0,PCuAC only
ectorhizobium,1.0,1.0,0.0,0.719,0.719,0.719,0.0,0.0,PCuAC only
egibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
eleftheria,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
permianibacter,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
perlucidibaca,1.0,1.0,0.0,2.308,2.308,2.308,0.0,0.0,PCuAC only
emcibacter,1.0,1.0,0.0,0.694,0.694,0.694,0.0,0.0,PCuAC only
pengzhenrongella,1.0,0.0,1.0,0.741,0.741,0.741,1.0,0.0,Both proteins
endobacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pelomicrobium,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
pelistega,1.0,1.0,0.0,0.877,0.877,0.877,0.0,0.0,PCuAC only
pelagivirga,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Both proteins
enhydrobacter,1.0,1.0,0.0,0.73,0.73,0.73,0.0,0.0,PCuAC only
epibacterium,1.0,1.0,0.0,0.741,0.741,0.741,0.0,0.0,PCuAC only
euryhalocaulis,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pelagibacter,1.0,1.0,0.0,0.746,0.746,0.746,0.0,0.0,PCuAC only
pedomonas,1.0,1.0,0.0,0.7040000000000001,0.7040000000000001,0.7040000000000001,0.0,0.0,PCuAC only
exilibacterium,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
pasteurella,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
falsigemmobacter,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
parundibacterium,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
paroceanicella,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
parendozoicomonas,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
paremcibacter,1.0,1.0,0.0,0.735,0.735,0.735,0.0,0.0,PCuAC only
parazoarcus,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
parasulfuritortus,1.0,1.0,0.0,0.763,0.763,0.763,0.0,0.0,PCuAC only
falsihalocynthiibacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
parasedimentitalea,1.0,1.0,0.0,0.775,0.775,0.775,0.0,0.0,PCuAC only
falsiphaeobacter,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
falsiruegeria,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PCuAC only
abyssibius,1.0,1.0,0.0,0.752,0.752,0.752,0.0,0.0,PCuAC only
