species,taxid,organism_name,nirK_present,pcuac_present,class,nirK_rep_accession,pcuac_rep_accession,species_resolved
tardiphaga sp. 37s4,1404741,Tardiphaga sp. 37S4,0,1,pcuac_only,NA,WP_231079044.1,0
bradyrhizobium ontarionense,2898149,Bradyrhizobium ontarionense,0,1,pcuac_only,NA,WP_231324729.1,1
methylorubrum sp. b1-46,2897334,Methylorubrum sp. B1-46,0,1,pcuac_only,NA,WP_231346103.1,0
pseudomonas californiensis,2829823,Pseudomonas californiensis,0,1,pcuac_only,NA,WP_231652950.1,1
pseudomonas sp. cdfa 610,2829825,Pseudomonas sp. CDFA 610,0,1,pcuac_only,NA,WP_231661030.1,0
ottowia caeni,2870339,Ottowia caeni,0,1,pcuac_only,NA,WP_231693539.1,1
microbulbifer elongatus,86173,Microbulbifer elongatus,0,1,pcuac_only,NA,WP_231759317.1,1
pelagibacterium xiamenense,2901140,Pelagibacterium xiamenense,0,1,pcuac_only,NA,WP_231803611.1,1
pseudomonas petroselini,2899822,Pseudomonas petroselini,0,1,pcuac_only,NA,WP_231808430.1,1
azotobacter vinelandii,1283330;1283331;3083257;322710;352;354;1314750;354,Azotobacter;Azotobacter vinelandii;Azotobacter vinelandii DJ;Azotobacter vinelandii CA;Azotobacter vinelandii CA6;Azotobacter sp. NL3,0,1,pcuac_only,NA,WP_231876257.1,1
pseudorhodobacter sp. mzdsw-24at,2052957,Pseudorhodobacter sp. MZDSW-24AT,0,1,pcuac_only,NA,WP_232622723.1,0
methylobacterium sp. leaf118,2876562,Methylobacterium sp. Leaf118,0,1,pcuac_only,NA,WP_232631039.1,0
paralcaligenes sp. ksb-10,2901142,Paralcaligenes sp. KSB-10,0,1,pcuac_only,NA,WP_232742935.1,0
pseudomonas uvaldensis,2878385,Pseudomonas uvaldensis,0,1,pcuac_only,NA,WP_232777242.1,1
motilimonas sp. e26,2865674,Motilimonas sp. E26,0,1,pcuac_only,NA,WP_232802738.1,0
pseudomonas parasichuanensis,286;2892329;2903144,Pseudomonas;Pseudomonas parasichuanensis;Pseudomonas sp. NMI795_08,0,1,pcuac_only,NA,WP_232879789.1,1
pseudomonas sp. nmi542_15,2903148,Pseudomonas sp. NMI542_15,0,1,pcuac_only,NA,WP_232894237.1,0
halomonas sp. g15,2903521,Halomonas sp. G15,0,1,pcuac_only,NA,WP_232912326.1,0
rhodopseudomonas boonkerdii,475937,Rhodopseudomonas boonkerdii,0,1,pcuac_only,NA,WP_233024646.1,1
motilimonas cestriensis,2742685,Motilimonas cestriensis,0,1,pcuac_only,NA,WP_233052085.1,1
motilimonas eburnea,1737488,Motilimonas eburnea,0,1,pcuac_only,NA,WP_233070692.1,1
rheinheimera soli,443616,Rheinheimera soli,0,1,pcuac_only,NA,WP_233078456.1,1
archangium sp. cb g35,1920190,Archangium sp. Cb G35,0,1,pcuac_only,NA,WP_233166282.1,0
bordetella sp. luab4,2843195,Bordetella sp. LUAb4,0,1,pcuac_only,NA,WP_233234386.1,0
limnohabitans sp. ws1,1100726,Limnohabitans sp. WS1,0,1,pcuac_only,NA,WP_233261120.1,0
shinella sp. psbb067,2715959,Shinella sp. PSBB067,0,1,pcuac_only,NA,WP_233290717.1,0
pseudomonas sp. au-pse12,2906459,Pseudomonas sp. Au-Pse12,0,1,pcuac_only,NA,WP_233318457.1,0
methylobacterium sp. c25,2721622,Methylobacterium sp. C25,0,1,pcuac_only,NA,WP_233385163.1,0
plesiomonas sp. pi-19,2898798,Plesiomonas sp. PI-19,0,1,pcuac_only,NA,WP_233671900.1,0
rhodobacter flavimaris,2907145,Rhodobacter flavimaris,0,1,pcuac_only,NA,WP_233676723.1,1
pseudomonas sp. jr33aa,2899113,Pseudomonas sp. JR33AA,0,1,pcuac_only,NA,WP_233690530.1,0
pseudomonas sp. hn11,1344094,Pseudomonas sp. HN11,0,1,pcuac_only,NA,WP_233891036.1,0
unclassified xanthobacter,2623496;2744458;2744459;2744460;2744462;2744463;2744464;2744466;2744467;2744468;2623496;2744461;2744465,unclassified Xanthobacter;Xanthobacter sp. NFM-26;Xanthobacter sp. NM-25,0,1,pcuac_only,NA,WP_234053916.1,1
sphingobium sufflavum,1129547,Sphingobium sufflavum,0,1,pcuac_only,NA,WP_234151661.1,1
shinella sp. nm-101,2744455,Shinella sp. NM-101,0,1,pcuac_only,NA,WP_234189248.1,0
pseudacidovorax sp. nfm-22,2744469,Pseudacidovorax sp. NFM-22,0,1,pcuac_only,NA,WP_234196826.1,0
shewanella sp. as1,2907626,Shewanella sp. AS1,0,1,pcuac_only,NA,WP_234198021.1,0
photobacterium sp. tly01,2907534,Photobacterium sp. TLY01,0,1,pcuac_only,NA,WP_234206519.1,0
billgrantia aerodenitrificans,2733483;2733485;28256,Halomonadaceae;Billgrantia aerodenitrificans;Halomonas sp. MCCC 1A11062,0,1,pcuac_only,NA,WP_234253651.1,1
hydrogenophaga sp. nfh-34,2744446,Hydrogenophaga sp. NFH-34,0,1,pcuac_only,NA,WP_234265531.1,0
billgrantia ethanolica,2733486,Billgrantia ethanolica,0,1,pcuac_only,NA,WP_234270247.1,1
billgrantia zhangzhouensis,2733481,Billgrantia zhangzhouensis,0,1,pcuac_only,NA,WP_234275686.1,1
halomonas alkalisoli,2907158,Halomonas alkalisoli,0,1,pcuac_only,NA,WP_234280985.1,1
halomonas sp. mccc 1a11057,2733482,Halomonas sp. MCCC 1A11057,0,1,pcuac_only,NA,WP_234286768.1,0
ideonella sp. b508-1,137716,Ideonella sp. B508-1,0,1,pcuac_only,NA,WP_234409478.1,0
noviherbaspirillum pedocola,2801341,Noviherbaspirillum pedocola,0,1,pcuac_only,NA,WP_234484072.1,1
thermus brockianus,270;2908148;56956,Thermus;Thermus brockianus;Thermus hydrothermalis,0,1,pcuac_only,NA,WP_234507415.1,1
afifella sp. h1r,2908841,Afifella sp. H1R,0,1,pcuac_only,NA,WP_234628145.1,0
bradyrhizobium monzae,2876780,Bradyrhizobium monzae,0,1,pcuac_only,NA,WP_234683921.1,1
gillisella ampelina,3025782,Gillisella ampelina,0,1,pcuac_only,NA,WP_234689127.1,1
paracoccus everestensis,2903900,Paracoccus everestensis,0,1,pcuac_only,NA,WP_234853918.1,1
corynebacterium aquatimens,1190508;1716;2815361,Corynebacterium;Corynebacterium aquatimens;Corynebacterium sp. CNCTC7651,0,1,pcuac_only,NA,WP_234947015.1,1
sphingomonas cremea,2904799,Sphingomonas cremea,0,1,pcuac_only,NA,WP_235066067.1,1
shewanella sp. oma3-2,2908650,Shewanella sp. OMA3-2,0,1,pcuac_only,NA,WP_235088049.1,0
bradyrhizobium sp. g127,2904800,Bradyrhizobium sp. G127,0,1,pcuac_only,NA,WP_235100316.1,0
archangium violaceum,1406225;83451;83451,Archangium violaceum,0,1,pcuac_only,NA,WP_235217077.1,1
octadecabacter dasysiphoniae,2909341,Octadecabacter dasysiphoniae,0,1,pcuac_only,NA,WP_235226814.1,1
octadecabacter algicola,2909342,Octadecabacter algicola,0,1,pcuac_only,NA,WP_235261135.1,1
paraglaciecola algarum,3050085,Paraglaciecola algarum,0,1,pcuac_only,NA,WP_235310854.1,1
pseudomonas bubulae,2316085,Pseudomonas bubulae,0,1,pcuac_only,NA,WP_235573472.1,1
paracoccus salsus,2911061,Paracoccus salsus,0,1,pcuac_only,NA,WP_235755952.1,1
pseudomonas sp. bc42,2933816,Pseudomonas sp. BC42,0,1,pcuac_only,NA,WP_235760215.1,0
rhizobium alarense,2846851,Rhizobium alarense,0,1,pcuac_only,NA,WP_235769268.1,1
pelagimonas phthalicica,1037362;1715691;204455,Rhodobacterales;Pelagimonas phthalicica;Cognatishimia activa,0,1,pcuac_only,NA,WP_235872036.1,1
martelella alba,2590451,Martelella alba,0,1,pcuac_only,NA,WP_235890725.1,1
aliihoeflea aestuarii,2341112;2682781;3031761;356;453840,Hyphomicrobiales;Aliihoeflea aestuarii;Georhizobium profundi;Neoaquamicrobium microcysteis;Mesorhizobium sp. YIM 152430,0,1,pcuac_only,NA,WP_235897755.1,1
siccirubricoccus phaeus,2595053,Siccirubricoccus phaeus,0,1,pcuac_only,NA,WP_235907870.1,1
devosia aurantiaca,2714858,Devosia aurantiaca,0,1,pcuac_only,NA,WP_235935553.1,1
zavarzinia marina,2911065,Zavarzinia marina,0,1,pcuac_only,NA,WP_236106487.1,1
vibrio sp. mcd22-p3,2724880,Vibrio sp. McD22-P3,0,1,pcuac_only,NA,WP_236110014.1,0
pseudomonas pseudonitroreducens,286;2892326;2975367;2975402;2975431;2892326,Pseudomonas pseudonitroreducens,0,1,pcuac_only,NA,WP_236174164.1,1
thiothrix winogradskyi,96472,Thiothrix winogradskyi,0,1,pcuac_only,NA,WP_236499426.1,1
stenotrophomonas sp. pa-6-5c,2665487,Stenotrophomonas sp. PA-6-5C,0,1,pcuac_only,NA,WP_236512606.1,0
anaerolinea thermolimosa,229919,Anaerolinea thermolimosa,0,1,pcuac_only,NA,WP_236822370.1,1
devosia sp. sl43,2806348,Devosia sp. SL43,0,1,pcuac_only,NA,WP_236895363.1,0
methylobacterium synurae,2718876,Methylobacterium synurae,0,1,pcuac_only,NA,WP_236989211.1,1
loktanella sp. m215,2675431,Loktanella sp. M215,0,1,pcuac_only,NA,WP_237064800.1,0
pseudoalteromonas sp. cf6-2,562716,Pseudoalteromonas sp. CF6-2,0,1,pcuac_only,NA,WP_237114488.1,0
oryzibacter oryziterrae,2766474,Oryzibacter oryziterrae,0,1,pcuac_only,NA,WP_237155037.1,1
paracoccus fontiphilus,1815556;265;2816048,Paracoccus;Paracoccus fontiphilus;Paracoccus shandongensis,0,1,pcuac_only,NA,WP_237168438.1,1
sinorhizobium sp. m14,430451,Sinorhizobium sp. M14,0,1,pcuac_only,NA,WP_237244027.1,0
pseudomonas petrae,2912190,Pseudomonas petrae,0,1,pcuac_only,NA,WP_237251924.1,1
thiomicrorhabdus immobilis,2791037,Thiomicrorhabdus immobilis,0,1,pcuac_only,NA,WP_237260985.1,1
sulfitobacter sp. m220,2675333,Sulfitobacter sp. M220,0,1,pcuac_only,NA,WP_237273200.1,0
vibrio floridensis,2908007,Vibrio floridensis,0,1,pcuac_only,NA,WP_237286157.1,1
vibrio sp. mmg023,2909979,Vibrio sp. MMG023,0,1,pcuac_only,NA,WP_237304002.1,0
vibrio sp. a1-1,2912250,Vibrio sp. A1-1,0,1,pcuac_only,NA,WP_237308655.1,0
vibrio sp. j1-1,2912251,Vibrio sp. J1-1,0,1,pcuac_only,NA,WP_237314981.1,0
vibrio marisflavi,1216040;634439,Vibrio marisflavi CECT 7928;Vibrio marisflavi,0,1,pcuac_only,NA,WP_237360640.1,1
rhizobium sp. sl42,2806346,Rhizobium sp. SL42,0,1,pcuac_only,NA,WP_237368245.1,0
sinobacterium norvegicum,1641715,Sinobacterium norvegicum,0,1,pcuac_only,NA,WP_237444101.1,1
lichenibacterium dinghuense,2895977,Lichenibacterium dinghuense,0,1,pcuac_only,NA,WP_237477812.1,1
variovorax paradoxus,114708;1660152;1660153;1871043;1895865;3394349;34072;34073;34072;34073;3443734;34073,Variovorax paradoxus,0,1,pcuac_only,NA,WP_307591644.1,1
bradyrhizobium zhengyangense,1630885;2911009;3252636;3252637;374,Bradyrhizobium;Bradyrhizobium sp. CCBAU 11434;Bradyrhizobium zhengyangense;Bradyrhizobium sp. GCM10023181;Bradyrhizobium sp. GCM10023182,0,1,pcuac_only,NA,WP_237861947.1,1
shewanella metallivivens,22;2872342;50422,Shewanella;Shewanella sp.;Shewanella metallivivens,0,1,pcuac_only,NA,WP_238106545.1,1
yoonia sp. i 8.24,1537229,Yoonia sp. I 8.24,0,1,pcuac_only,NA,WP_238111618.1,0
methylobacterium tardum,374432,Methylobacterium tardum,0,1,pcuac_only,NA,WP_238194000.1,1
methylobacterium aerolatum,418708,Methylobacterium aerolatum,0,1,pcuac_only,NA,WP_238201803.1,1
methylobacterium marchantiae,600331,Methylobacterium marchantiae,0,1,pcuac_only,NA,WP_238205490.1,1
pseudomonas sp. pagu 2196,2793997,Pseudomonas sp. PAGU 2196,0,1,pcuac_only,NA,WP_238210731.1,0
methylobacterium isbiliense,315478,Methylobacterium isbiliense,0,1,pcuac_only,NA,WP_238237046.1,1
methylobacterium iners,418707,Methylobacterium iners,0,1,pcuac_only,NA,WP_238241818.1,1
methylobacterium jeotgali,1975531;1975532;381630;407;409,Methylobacterium;Methylobacterium sp.;Methylobacterium jeotgali;Methylobacterium sp. CG08_land_8_20_14_0_20_71_15;Methylobacterium sp. CG09_land_8_20_14_0_10_71_15,0,1,pcuac_only,NA,WP_238275360.1,1
luteimonas marina,488485,Luteimonas marina,0,1,pcuac_only,NA,WP_238333541.1,1
mesobacterium pallidum,2872037,Mesobacterium pallidum,0,1,pcuac_only,NA,WP_238365820.1,1
rhodopseudomonas infernalis,2897386,Rhodopseudomonas infernalis,0,1,pcuac_only,NA,WP_238737360.1,1
psychromonas antarctica,67573,Psychromonas antarctica,0,1,pcuac_only,NA,WP_238741257.1,1
allofranklinella schreckenbergeri,1076744,Allofranklinella schreckenbergeri,0,1,pcuac_only,NA,WP_238944075.1,1
pseudomonas sp. af32,554390,Pseudomonas sp. AF32,0,1,pcuac_only,NA,WP_238965375.1,0
billgrantia campisalis,74661,Billgrantia campisalis,0,1,pcuac_only,NA,WP_238975665.1,1
alteromonas genovensis,471225,Alteromonas genovensis,0,1,pcuac_only,NA,WP_239060107.1,1
vibrio sp. of7-15,2724879,Vibrio sp. Of7-15,0,1,pcuac_only,NA,WP_239187702.1,0
thalassobius sp. cn5-15,2917763,Thalassobius sp. Cn5-15,0,1,pcuac_only,NA,WP_239198155.1,0
vibrio sp. mmh1-50,2917764,Vibrio sp. MMH1-50,0,1,pcuac_only,NA,WP_239212494.1,0
achromobacter sp. acrqx,2918181,Achromobacter sp. ACRQX,0,1,pcuac_only,NA,WP_239212923.1,0
alteromonas sp. cnat2-8,2917728,Alteromonas sp. Cnat2-8,0,1,pcuac_only,NA,WP_239300272.1,0
snodgrassella gandavensis,2946698,Snodgrassella gandavensis,0,1,pcuac_only,NA,WP_239323919.1,1
ruegeria sp. ofav3-42,2917759,Ruegeria sp. Ofav3-42,0,1,pcuac_only,NA,WP_239336122.1,0
microvirga sp. acrrw,2918205,Microvirga sp. ACRRW,0,1,pcuac_only,NA,WP_239354033.1,0
photobacterium sp. ofav2-7,2917748,Photobacterium sp. OFAV2-7,0,1,pcuac_only,NA,WP_239413355.1,0
thermus sp. neb1569,2918899,Thermus sp. NEB1569,0,1,pcuac_only,NA,WP_239725869.1,0
pseudomonas sp. dp-17,1580486,Pseudomonas sp. DP-17,0,1,pcuac_only,NA,WP_239742415.1,0
rhizobium sp. k102,2918527,Rhizobium sp. K102,0,1,pcuac_only,NA,WP_239792208.1,0
campylobacter sp. rm12651,1660079,Campylobacter sp. RM12651,0,1,pcuac_only,NA,WP_239802970.1,0
shewanella sp. isolate11,2908530,Shewanella sp. Isolate11,0,1,pcuac_only,NA,WP_239845316.1,0
shewanella aquimarina,22;260365;2908529,Shewanella;Shewanella aquimarina;Shewanella sp. Isolate8,0,1,pcuac_only,NA,WP_239852664.1,1
shewanella sp. isolate7,2908528,Shewanella sp. Isolate7,0,1,pcuac_only,NA,WP_239885679.1,0
vibrio sp. isolate22,2908532,Vibrio sp. Isolate22,0,1,pcuac_only,NA,WP_239918105.1,0
rhizobium halophilum,2846852,Rhizobium halophilum,0,1,pcuac_only,NA,WP_239997699.1,1
oleisolibacter albus,2171757,Oleisolibacter albus,0,1,pcuac_only,NA,WP_240002522.1,1
pseudomethylobacillus aquaticus,2676064,Pseudomethylobacillus aquaticus,0,1,pcuac_only,NA,WP_240032076.1,1
burkholderia sp. ax-1719,2608334,Burkholderia sp. Ax-1719,0,1,pcuac_only,NA,WP_240161085.1,0
vibrio sp. cyars1,2682577,Vibrio sp. CyArs1,0,1,pcuac_only,NA,WP_240205791.1,0
rheinheimera hassiensis,1193627,Rheinheimera hassiensis,0,1,pcuac_only,NA,WP_240223749.1,1
devosia lacusdianchii,2917991,Devosia lacusdianchii,0,1,pcuac_only,NA,WP_240232021.1,1
halomonas halocynthiae,1121940;176290,Halomonas halocynthiae;Halomonas halocynthiae DSM 14573,0,1,pcuac_only,NA,WP_240470519.1,1
halomonas flagellata,2920385,Halomonas flagellata,0,1,pcuac_only,NA,WP_240567950.1,1
paracoccus endophyticus,2233774,Paracoccus endophyticus,0,1,pcuac_only,NA,WP_240602476.1,1
pseudomonas sp. tmw22080,2506432,Pseudomonas sp. TMW22080,0,1,pcuac_only,NA,WP_240881127.1,0
novosphingobium sp. erw19,2726186,Novosphingobium sp. ERW19,0,1,pcuac_only,NA,WP_240946674.1,0
sneathiella chinensis,349750,Sneathiella chinensis,0,1,pcuac_only,NA,WP_240953559.1,1
vibrio maerlii,2231648,Vibrio maerlii,0,1,pcuac_only,NA,WP_241033748.1,1
methylobacterium organophilum,410,Methylobacterium organophilum,0,1,pcuac_only,NA,WP_241100212.1,1
sphingomonas koreensis,1219046;93064,Sphingomonas koreensis;Sphingomonas koreensis NBRC 16723,0,1,pcuac_only,NA,WP_241230491.1,1
thalassotalea sp. g2m2-11,2787627,Thalassotalea sp. G2M2-11,0,1,pcuac_only,NA,WP_241242439.1,0
bartonella machadoae,2893471,Bartonella machadoae,0,1,pcuac_only,NA,WP_241437914.1,1
oceaniglobus indicus,2047749,Oceaniglobus indicus,0,1,pcuac_only,NA,WP_241523998.1,1
atopomonas sediminilitoris,2919919,Atopomonas sediminilitoris,0,1,pcuac_only,NA,WP_241585132.1,1
shinella sedimenti,2919913,Shinella sedimenti,0,1,pcuac_only,NA,WP_241597535.1,1
ancylobacter gelatini,2919920,Ancylobacter gelatini,0,1,pcuac_only,NA,WP_241616610.1,1
uncultured herbaspirillum,160236;1890675;1946590;863372;963;160236;2736665,Herbaspirillum;uncultured Herbaspirillum sp.;Herbaspirillum huttiense;Herbaspirillum sp.;Herbaspirillum sp. UBA812,0,1,pcuac_only,NA,WP_241821209.1,1
shinella sp. h4-d48,2925841,Shinella sp. H4-D48,0,1,pcuac_only,NA,WP_241947000.1,0
xanthomonas indica,2912242,Xanthomonas indica,0,1,pcuac_only,NA,WP_242082451.1,1
uncultured aliiroseovarius,1658783;1658783;2925839;1658783;2925840;1658783;3469914,uncultured Aliiroseovarius sp.,0,1,pcuac_only,NA,WP_242109684.1,1
mucispirillum schaedleri,248039,Mucispirillum schaedleri,0,1,pcuac_only,NA,WP_242347257.1,1
sphingomonas panni,237612,Sphingomonas panni,0,1,pcuac_only,NA,WP_242415223.1,1
phenylobacterium aquaticum,1763816,Phenylobacterium aquaticum,0,1,pcuac_only,NA,WP_242566640.1,1
corticibacter populi,1550736,Corticibacter populi,0,1,pcuac_only,NA,WP_242612414.1,1
caulobacter sp. ccug 60055,2100090,Caulobacter sp. CCUG 60055,0,1,pcuac_only,NA,WP_242922927.1,0
thermus albus,2908146,Thermus albus,0,1,pcuac_only,NA,WP_243027912.1,1
dyella sp. rrb7,2919502,Dyella sp. RRB7,0,1,pcuac_only,NA,WP_243047390.1,0
pelistega ratti,2652177,Pelistega ratti,0,1,pcuac_only,NA,WP_243140682.1,1
variovorax terrae,2923278,Variovorax terrae,0,1,pcuac_only,NA,WP_243307581.1,1
microvirga solisilvae,2919498,Microvirga solisilvae,0,1,pcuac_only,NA,WP_243369758.1,1
roseicella frigidaeris,2230885,Roseicella frigidaeris,0,1,pcuac_only,NA,WP_243634446.1,1
aquabacterium commune,70586,Aquabacterium commune,0,1,pcuac_only,NA,WP_243738528.1,1
methylobacterium sp. j-070,2836650,Methylobacterium sp. J-070,0,1,pcuac_only,NA,WP_243907244.1,0
methylobacterium sp. e-065,2836583,Methylobacterium sp. E-065,0,1,pcuac_only,NA,WP_243916169.1,0
methylobacterium sp. j-059,2836643,Methylobacterium sp. J-059,0,1,pcuac_only,NA,WP_243933333.1,0
methylobacterium sp. e-025,2836561,Methylobacterium sp. E-025,0,1,pcuac_only,NA,WP_243936331.1,0
methylobacterium sp. j-026,2836624,Methylobacterium sp. J-026,0,1,pcuac_only,NA,WP_243967866.1,0
methylobacterium sp. e-045,2836575,Methylobacterium sp. E-045,0,1,pcuac_only,NA,WP_243982206.1,0
methylobacterium sp. j-092,2836667,Methylobacterium sp. J-092,0,1,pcuac_only,NA,WP_243983559.1,0
methylobacterium sp. e-005,2836549,Methylobacterium sp. E-005,0,1,pcuac_only,NA,WP_244000205.1,0
methylobacterium sp. j-088,2836664,Methylobacterium sp. J-088,0,1,pcuac_only,NA,WP_244002583.1,0
methylobacterium sp. j-068,2836649,Methylobacterium sp. J-068,0,1,pcuac_only,NA,WP_244011419.1,0
methylobacterium sp. e-016,2836556,Methylobacterium sp. E-016,0,1,pcuac_only,NA,WP_244028635.1,0
methylobacterium sp. e-066,2836584,Methylobacterium sp. E-066,0,1,pcuac_only,NA,WP_244036580.1,0
methylobacterium sp. j-030,2836627,Methylobacterium sp. J-030,0,1,pcuac_only,NA,WP_244041383.1,0
bradyrhizobium sp. ce-3,2913970,Bradyrhizobium sp. Ce-3,0,1,pcuac_only,NA,WP_244065303.1,0
ancylobacter polymorphus,223390,Ancylobacter polymorphus,0,1,pcuac_only,NA,WP_244375524.1,1
sphingomicrobium astaxanthinifaciens,1227949,Sphingomicrobium astaxanthinifaciens,0,1,pcuac_only,NA,WP_244381402.1,1
pseudomonas sp. rgm 3321,2930089,Pseudomonas sp. RGM 3321,0,1,pcuac_only,NA,WP_244393590.1,0
rhizobium sp. cf142,1144314,Rhizobium sp. CF142,0,1,pcuac_only,NA,WP_244430562.1,0
allobosea sp. leaf344,1736346,Allobosea sp. Leaf344,0,1,pcuac_only,NA,WP_244488678.1,0
tardiphaga robiniae,943830,Tardiphaga robiniae,0,1,pcuac_only,NA,WP_244499625.1,1
tardiphaga sp. ok245,1855306,Tardiphaga sp. OK245,0,1,pcuac_only,NA,WP_244528026.1,0
bartonella sp. ar 15-3,545617,Bartonella sp. AR 15-3,0,1,pcuac_only,NA,WP_244548664.1,0
methylorubrum populi,223967,Methylorubrum populi,0,1,pcuac_only,NA,WP_244573496.1,1
arminella rhododendri,2506429;2506430;2506431;82115,Rhizobiaceae;Rhizobium sp. rho-1.1;Arminella rhododendri;Rhizobium sp. rho-13.1,0,1,pcuac_only,NA,WP_244615328.1,1
rhizobium sp. 18055,2681403,Rhizobium sp. 18055,0,1,pcuac_only,NA,WP_244619136.1,0
falsirhodobacter halotolerans,1146892,Falsirhodobacter halotolerans,0,1,pcuac_only,NA,WP_244737558.1,1
shinella curvata,1817964,Shinella curvata,0,1,pcuac_only,NA,WP_244760274.1,1
acuticoccus sp. i52.16.1,2928472,Acuticoccus sp. I52.16.1,0,1,pcuac_only,NA,WP_244777357.1,0
mesorhizobium sp. l-8-3,2744522,Mesorhizobium sp. L-8-3,0,1,pcuac_only,NA,WP_244845888.1,0
novosphingobium aerophilum,2839843,Novosphingobium aerophilum,0,1,pcuac_only,NA,WP_244970563.1,1
shinella yambaruensis,1870904;323620;415996,Shinella;Shinella yambaruensis;Shinella sp.,0,1,pcuac_only,NA,WP_245082308.1,1
sphingomicrobium aestuariivivum,1582356,Sphingomicrobium aestuariivivum,0,1,pcuac_only,NA,WP_245113109.1,1
peteryoungia algae,2919917,Peteryoungia algae,0,1,pcuac_only,NA,WP_245136974.1,1
pseudomonas sp. rgm2987,2930090,Pseudomonas sp. RGM2987,0,1,pcuac_only,NA,WP_245143125.1,0
brevundimonas sp. aja228-03,2752515,Brevundimonas sp. AJA228-03,0,1,pcuac_only,NA,WP_245162479.1,0
xaviernesmea rhizosphaerae,1672749,Xaviernesmea rhizosphaerae,0,1,pcuac_only,NA,WP_245294717.1,1
methyloceanibacter sp. wino2,2170729,Methyloceanibacter sp. wino2,0,1,pcuac_only,NA,WP_245409336.1,0
fulvimarina endophytica,2293836,Fulvimarina endophytica,0,1,pcuac_only,NA,WP_245413779.1,1
mesorhizobium sp. wsm3876,422277,Mesorhizobium sp. WSM3876,0,1,pcuac_only,NA,WP_245420296.1,0
rhizobium album,2182425,Rhizobium album,0,1,pcuac_only,NA,WP_245446096.1,1
mesorhizobium sp. m2c.t.ca.tu.002.02.1.1,2496788,Mesorhizobium sp. M2C.T.Ca.TU.002.02.1.1,0,1,pcuac_only,NA,WP_245470284.1,0
archangium gephyra,48,Archangium gephyra,0,1,pcuac_only,NA,WP_245682572.1,1
thiohalomonas denitrificans,415747,Thiohalomonas denitrificans,0,1,pcuac_only,NA,WP_245688282.1,1
paracoccus isoporae,591205,Paracoccus isoporae,0,1,pcuac_only,NA,WP_245727267.1,1
marinobacter segnicrescens,2742;2886046;430453,Marinobacter;Marinobacter segnicrescens;Marinobacter sp. AN1,0,1,pcuac_only,NA,WP_245742470.1,1
flavimaricola marinus,1819565,Flavimaricola marinus,0,1,pcuac_only,NA,WP_245820550.1,1
thalassospira alkalitolerans,1293890,Thalassospira alkalitolerans,0,1,pcuac_only,NA,WP_245830026.1,1
thalassospira mesophila,1293891,Thalassospira mesophila,0,1,pcuac_only,NA,WP_245835236.1,1
roseovarius confluentis,1852027;2587846;3028381;74030,Roseovarius;Roseovarius confluentis;Roseovarius sp. THAF8;Roseovarius sp. SK2,0,1,pcuac_only,NA,WP_245890550.1,1
allobosea psychrotolerans,1871628,Allobosea psychrotolerans,0,1,pcuac_only,NA,WP_245928454.1,1
allostella humosa,94,Allostella humosa,0,1,pcuac_only,NA,WP_245978168.1,1
paracoccus luteus,2508543,Paracoccus luteus,0,1,pcuac_only,NA,WP_246026562.1,1
skermanella pratensis,2233999,Skermanella pratensis,0,1,pcuac_only,NA,WP_246148781.1,1
roseospira navarrensis,140058,Roseospira navarrensis,0,1,pcuac_only,NA,WP_246152471.1,1
blastochloris sulfoviridis,50712,Blastochloris sulfoviridis,0,1,pcuac_only,NA,WP_246164080.1,1
microvirga makkahensis,1128670,Microvirga makkahensis,0,1,pcuac_only,NA,WP_246215962.1,1
usitatibacter rugosus,2732067,Usitatibacter rugosus,0,1,pcuac_only,NA,WP_246232438.1,1
allomesorhizobium camelthorni,475069,Allomesorhizobium camelthorni,0,1,pcuac_only,NA,WP_246252202.1,1
aureimonas mangrovi,2758041,Aureimonas mangrovi,0,1,pcuac_only,NA,WP_246333155.1,1
limibacillus halophilus,1579333,Limibacillus halophilus,0,1,pcuac_only,NA,WP_455373292.1,1
roseateles terrae,431060,Roseateles terrae,0,1,pcuac_only,NA,WP_246410495.1,1
rhizobium viscosum,1673,Rhizobium viscosum,0,1,pcuac_only,NA,WP_246517218.1,1
streptomyces genisteinicus,2768068,Streptomyces genisteinicus,0,1,pcuac_only,NA,WP_246574363.1,1
rhizobium sp. bk316,2587053,Rhizobium sp. BK316,0,1,pcuac_only,NA,WP_246699619.1,0
phyllobacterium sp. p30bs-xvii,2587046,Phyllobacterium sp. P30BS-XVII,0,1,pcuac_only,NA,WP_246706715.1,0
rhizobium sp. bk512,2587010,Rhizobium sp. BK512,0,1,pcuac_only,NA,WP_246715461.1,0
antarcticirhabdus aurantiaca,2606717,Antarcticirhabdus aurantiaca,0,1,pcuac_only,NA,WP_246726920.1,1
burkholderia perseverans,2615214,Burkholderia perseverans,0,1,pcuac_only,NA,WP_246797197.1,1
thalassospira sp. mccc 1a01428,1470575,Thalassospira sp. MCCC 1A01428,0,1,pcuac_only,NA,WP_246832983.1,0
aliiroseovarius sp. f20344,2926414,Aliiroseovarius sp. F20344,0,1,pcuac_only,NA,WP_246934533.1,0
jannaschia sp. s6380,2926408,Jannaschia sp. S6380,0,1,pcuac_only,NA,WP_246948478.1,0
kordiimonas laminariae,2917717,Kordiimonas laminariae,0,1,pcuac_only,NA,WP_247017348.1,1
